A,Ca,Ce,D,I,V,class,project
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Equivalence$Identity,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Equivalence$Wrapper,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.FinalizableReferenceQueue,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.FinalizableReferenceQueue$DecoupledLoader,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.FinalizableReferenceQueue$DirectLoader,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.FinalizableReferenceQueue$SystemLoader,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.FunctionalEquivalence,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Functions,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Functions$1,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Functions$ConstantFunction,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Functions$ForMapWithDefault,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Functions$FunctionComposition,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Functions$FunctionForMapNoDefault,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Functions$IdentityFunction,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Functions$PredicateFunction,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Functions$SupplierFunction,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Functions$ToStringFunction,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.JdkPattern,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.JdkPattern$JdkMatcher,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Joiner,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Joiner$1,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Joiner$2,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Joiner$3,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Joiner$MapJoiner,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.MoreObjects,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.MoreObjects$1,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.MoreObjects$ToStringHelper,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.MoreObjects$ToStringHelper$ValueHolder,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Objects,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Optional$1,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Optional$1$1,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.PairwiseEquivalence,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Platform,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Platform$1,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Platform$JdkPatternCompiler,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Preconditions,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Predicates,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Predicates$1,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Predicates$AndPredicate,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Predicates$CompositionPredicate,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Predicates$ContainsPatternFromStringPredicate,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Predicates$ContainsPatternPredicate,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Predicates$InPredicate,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Predicates$InstanceOfPredicate,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Predicates$IsEqualToPredicate,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Predicates$NotPredicate,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Predicates$ObjectPredicate$1,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Predicates$ObjectPredicate$2,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Predicates$ObjectPredicate$3,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Predicates$ObjectPredicate$4,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Predicates$OrPredicate,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Predicates$SubtypeOfPredicate,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Present,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.SmallCharMatcher,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Splitter,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Splitter$1,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Splitter$1$1,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Splitter$2,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Splitter$2$1,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Splitter$3,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Splitter$3$1,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Splitter$4,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Splitter$4$1,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Splitter$5,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Splitter$MapSplitter,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.StandardSystemProperty,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Stopwatch,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Stopwatch$1,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Strings,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Suppliers,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Suppliers$ExpiringMemoizingSupplier,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Suppliers$MemoizingSupplier,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Suppliers$NonSerializableMemoizingSupplier,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Suppliers$SupplierComposition,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Suppliers$SupplierFunctionImpl,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Suppliers$SupplierOfInstance,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Suppliers$ThreadSafeSupplier,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Throwables,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Throwables$1,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Ticker$1,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Utf8,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.Verify,guava
0.16,13.0,12.0,0.36,0.48,1.0,com.google.common.base.VerifyException,guava
0.0,0.0,5.0,0.0,1.0,1.0,com.google.common.base.internal.Finalizer,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.AbstractCache,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.AbstractCache$StatsCounter,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.AbstractLoadingCache,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.Cache,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheBuilderSpec$DurationParser,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheBuilderSpec$IntegerParser,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheBuilderSpec$LongParser,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheBuilderSpec$ValueParser,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheLoader,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.ForwardingCache,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.ForwardingCache$SimpleForwardingCache,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.ForwardingLoadingCache,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.ForwardingLoadingCache$SimpleForwardingLoadingCache,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LoadingCache,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$AbstractCacheSet,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$AbstractReferenceEntry,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$EntryFactory,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$HashIterator,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$ReferenceEntry,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$Strength,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$ValueReference,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LongAddable,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.RemovalCause,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.RemovalListener,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.Striped64,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.Weigher,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.package-info,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.AbstractCache$SimpleStatsCounter,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheBuilder,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheBuilder$1,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheBuilder$2,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheBuilder$3,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheBuilder$NullListener,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheBuilder$OneWeigher,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheBuilderSpec,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheBuilderSpec$1,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheBuilderSpec$AccessDurationParser,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheBuilderSpec$ConcurrencyLevelParser,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheBuilderSpec$InitialCapacityParser,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheBuilderSpec$KeyStrengthParser,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheBuilderSpec$MaximumSizeParser,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheBuilderSpec$MaximumWeightParser,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheBuilderSpec$RecordStatsParser,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheBuilderSpec$RefreshDurationParser,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheBuilderSpec$ValueStrengthParser,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheBuilderSpec$WriteDurationParser,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheLoader$1,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheLoader$1$1,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheLoader$FunctionToCacheLoader,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheLoader$InvalidCacheLoadException,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheLoader$SupplierToCacheLoader,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheLoader$UnsupportedLoadingOperationException,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.CacheStats,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$1,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$2,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$AccessQueue,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$AccessQueue$1,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$AccessQueue$2,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$EntryFactory$1,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$EntryFactory$2,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$EntryFactory$3,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$EntryFactory$4,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$EntryFactory$5,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$EntryFactory$6,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$EntryFactory$7,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$EntryFactory$8,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$EntryIterator,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$EntrySet,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$KeyIterator,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$KeySet,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$LoadingSerializationProxy,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$LoadingValueReference,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$LoadingValueReference$1,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$LocalLoadingCache,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$LocalManualCache,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$LocalManualCache$1,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$ManualSerializationProxy,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$NullEntry,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$Segment,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$Segment$1,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$SoftValueReference,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$Strength$1,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$Strength$2,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$Strength$3,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$StrongAccessEntry,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$StrongAccessWriteEntry,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$StrongEntry,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$StrongValueReference,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$StrongWriteEntry,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$ValueIterator,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$Values,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$WeakAccessEntry,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$WeakAccessWriteEntry,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$WeakEntry,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$WeakValueReference,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$WeakWriteEntry,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$WeightedSoftValueReference,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$WeightedStrongValueReference,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$WeightedWeakValueReference,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$WriteQueue,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$WriteQueue$1,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$WriteQueue$2,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LocalCache$WriteThroughEntry,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LongAddables,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LongAddables$1,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LongAddables$2,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LongAddables$PureJavaLongAddable,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.LongAdder,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.RemovalCause$1,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.RemovalCause$2,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.RemovalCause$3,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.RemovalCause$4,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.RemovalCause$5,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.RemovalListeners,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.RemovalListeners$1,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.RemovalListeners$1$1,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.RemovalNotification,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.Striped64$1,guava
0.22,1.0,16.0,0.17,0.94,1.0,com.google.common.cache.Striped64$Cell,guava
0.19,8.0,15.0,0.16,0.65,1.0,com.google.common.collect.AbstractBiMap,guava
0.19,8.0,15.0,0.16,0.65,1.0,com.google.common.collect.AbstractIndexedListIterator,guava
0.19,8.0,15.0,0.16,0.65,1.0,com.google.common.collect.AbstractIterator,guava
0.19,8.0,15.0,0.16,0.65,1.0,com.google.common.collect.AbstractListMultimap,guava
0.19,8.0,15.0,0.16,0.65,1.0,com.google.common.collect.AbstractMapBasedMultimap,guava
0.19,8.0,15.0,0.16,0.65,1.0,com.google.common.collect.AbstractMapBasedMultimap$Itr,guava
0.19,8.0,15.0,0.16,0.65,1.0,com.google.common.collect.AbstractMapBasedMultiset,guava
0.19,8.0,15.0,0.16,0.65,1.0,com.google.common.collect.AbstractMapEntry,guava
0.19,8.0,15.0,0.16,0.65,1.0,com.google.common.collect.AbstractMultimap,guava
0.19,8.0,15.0,0.16,0.65,1.0,com.google.common.collect.AbstractMultiset,guava
0.19,8.0,15.0,0.16,0.65,1.0,com.google.common.collect.AbstractNavigableMap,guava
