TARGET_CLASS,BranchCoverage
dagger.internal.SingleCheck,0.7200000000000001
dagger.internal.TypedReleasableReferenceManagerDecorator,1.0
org.apache.cassandra.auth.AllowAllAuthenticator,0.7000000000000001
org.apache.cassandra.auth.AllowAllAuthorizer,1.0
org.apache.cassandra.auth.AllowAllInternodeAuthenticator,1.0
org.apache.cassandra.auth.AuthCache,0.5192307692307693
org.apache.cassandra.auth.AuthConfig,0.5185185185185184
org.apache.cassandra.auth.AuthMigrationListener,1.0
org.apache.cassandra.auth.CassandraLoginModule,0.2758620689655173
org.apache.cassandra.auth.CassandraPrincipal,1.0
org.apache.cassandra.auth.DataResource,0.9184210526315788
org.apache.cassandra.auth.FunctionResource,0.7981927710843374
org.apache.cassandra.auth.JMXResource,0.9555555555555555
org.apache.cassandra.auth.PermissionDetails,1.0
org.apache.cassandra.auth.PermissionsCache,0.5
org.apache.cassandra.auth.Resources,0.9333333333333333
org.apache.cassandra.auth.RoleOptions,0.9111111111111112
org.apache.cassandra.auth.RoleResource,0.9970588235294118
org.apache.cassandra.auth.RolesCache,0.5
org.apache.cassandra.auth.jmx.AuthenticationProxy,0.14999999999999997
org.apache.cassandra.batchlog.Batch,0.6923076923076923
org.apache.cassandra.cache.InstrumentingCache,0.9411764705882352
org.apache.cassandra.cache.KeyCacheKey,0.8947368421052632
org.apache.cassandra.cache.NopCacheProvider,0.13333333333333333
org.apache.cassandra.cache.OHCProvider,0.05405405405405407
org.apache.cassandra.cache.RefCountedMemory,0.09999999999999999
org.apache.cassandra.cache.RowCacheSentinel,1.0
org.apache.cassandra.cache.SerializingCache,0.38297872340425526
org.apache.cassandra.client.RingCache,0.07692307692307691
org.apache.cassandra.concurrent.AbstractLocalAwareExecutorService,0.6794871794871795
org.apache.cassandra.concurrent.DebuggableScheduledThreadPoolExecutor,0.5333333333333333
org.apache.cassandra.concurrent.DebuggableThreadPoolExecutor,0.5826923076923076
org.apache.cassandra.concurrent.ExecutorLocals,0.7777777777777778
org.apache.cassandra.concurrent.JMXConfigurableThreadPoolExecutor,1.0
org.apache.cassandra.concurrent.JMXEnabledThreadPoolExecutor,0.9380952380952381
org.apache.cassandra.concurrent.NamedThreadFactory,1.0
org.apache.cassandra.concurrent.SEPExecutor,0.7416666666666667
org.apache.cassandra.concurrent.SEPWorker,0.5537735849056603
org.apache.cassandra.concurrent.ScheduledExecutors,1.0
org.apache.cassandra.concurrent.SharedExecutorPool,0.5928571428571429
org.apache.cassandra.config.ColumnDefinition,0.5968253968253969
org.apache.cassandra.config.Config,0.8333333333333333
org.apache.cassandra.config.DatabaseDescriptor,0.47704918032786897
org.apache.cassandra.config.EncryptionOptions,1.0
org.apache.cassandra.config.ParameterizedClass,1.0
org.apache.cassandra.config.RequestSchedulerOptions,1.0
org.apache.cassandra.config.TransparentDataEncryptionOptions,1.0
org.apache.cassandra.config.ViewDefinition,0.6923076923076922
org.apache.cassandra.config.YamlConfigurationLoader,0.39047619047619053
org.apache.cassandra.cql3.AbstractMarker,0.8148148148148148
org.apache.cassandra.cql3.Attributes,0.3
org.apache.cassandra.cql3.BatchQueryOptions,0.8823529411764706
org.apache.cassandra.cql3.CFName,1.0
org.apache.cassandra.cql3.CQLFragmentParser,1.0
org.apache.cassandra.cql3.ColumnCondition,0.1776485788113695
org.apache.cassandra.cql3.ColumnSpecification,0.9629629629629628
org.apache.cassandra.cql3.Constants,0.5591715976331362
org.apache.cassandra.cql3.CqlLexer,0.8226190476190476
org.apache.cassandra.cql3.CqlParser,0.9
org.apache.cassandra.cql3.CustomPayloadMirroringQueryHandler,1.0
org.apache.cassandra.cql3.Duration,0.6894736842105263
org.apache.cassandra.cql3.ErrorCollector,0.8658536585365854
org.apache.cassandra.cql3.FieldIdentifier,1.0
org.apache.cassandra.cql3.IndexName,1.0
